PBT_C34,37.6673986,126.8877518
PBT_D13,37.6998782,126.9010566
PBT_D26,35.2106158,126.8608016
PBT_D33,35.8532292,128.5147373
PBT_D40,35.8163099,128.5442337
PBT_D44,35.8550456,128.5882695
PBT_D70,36.7711814,127.0617795
PBT_D75,36.7877246,127.1555895
PBT_D81,35.1279145,126.9039845
PBT_E16,35.2503874,128.9011775
PBT_E22,36.0500557,129.3666889
PBT_E34,35.9152251,128.825278
PBT_E43,36.6580848,127.4680872
PBT_E45,36.8031652,127.1342472
PBT_E58,37.179892,128.1949079
PBT_E63,35.8106837,127.0883549
PBT_E81,37.2792283,127.9006189
PBT_E85,37.8747367,127.7190234
PBT_F14,36.6440835,127.4924536
PBT_F18,37.2137718,126.9477601
PBT_F24,37.4265763,126.6537985
PBT_F42,37.4555715,126.7172759
PBT_F45,37.5460337,127.1274564
PBT_F49,37.5742981,127.0519039
PBT_F51,33.4559218,126.5620336
PBT_F53,37.5255948,127.1127759
PBT_F78,37.6066572,127.0019421
PBT_F81,37.7471454,128.8556266
PBT_H02,37.4496913,126.6581419
PBT_H20,36.4689627,127.1408071
PBT_H34,37.5285802,127.0454332
PBT_H35,35.240877,128.8766584
PBT_H38,37.4608838,127.1296522
PBT_H40,37.3886827,126.9153742
PBT_H42,37.2591863,126.969303
PBT_H49,37.5580068,126.8208606
PBT_H67,33.4487267,126.4339396
PBT_H68,36.9948593,127.1329552
PBT_H74,35.1057192,126.8950984
PBT_H79,37.4748035,126.7730571
PBT_H81,37.7159044,127.1903717
PBT_H90,35.1807266,128.0940397
PBT_H91,37.5473571,127.0381343
PBT_H93,35.1547976,126.8601477
PBT_H94,35.1530444,128.1010899
PBT_M11,37.3730905,127.1053157
PBT_M12,37.3485104,126.9588122
PBT_M15,37.6782155,126.8067635
PBT_M28,35.8685811,128.5933324
PBT_M29,37.8953174,127.2064376
PBT_M30,37.167856,127.068553
PBT_M31,37.5693571,126.8453188
PBT_M46,37.5413179,127.1018748
PBT_M50,37.4496913,126.6581419
PBT_M51,34.7918033,126.3651007
PBT_M64,37.6329425,126.9306945
PBT_M71,37.7361774,127.1121173
PBT_M76,35.8690768,128.5841863
PBT_M82,37.8099397,127.0703008
PBT_M85,37.6046784,127.0832703
PBT_M94,36.659193,127.4580639
PBT_M96,36.526474,127.3825982
PBT_M97,37.7131048,126.7233818
PBT_N02,37.2399053,127.0760648
PBT_N03,35.9764757,126.700041
PBT_N07,37.4956901,127.1298641
PBT_N14,34.9292155,127.4898912
PBT_N15,34.7539422,127.7149472
PBT_N17,35.245595,128.691953
PBT_N19,35.2035861,128.7006319
PBT_N24,37.581674,126.6730495
